Year,Model Name,Link
1971,Juice Machine,/wiki/Juice_Machine
1971,List of 1971 Hot Wheels new castings,/wiki/List_of_1971_Hot_Wheels_new_castings
1971,Live Wire (Sizzlers),/wiki/Live_Wire_(Sizzlers)
1971,Lola T 212,/wiki/Lola_T_212
1971,Mad Flatter,/wiki/Mad_Flatter
1971,March Formula 1,/wiki/March_Formula_1
1971,McLaren M8D,/wiki/McLaren_M8D
1971,Mean Machine (1971),/wiki/Mean_Machine_(1971)
1971,Mercury Cyclone Stock Car,/wiki/Mercury_Cyclone_Stock_Car
1971,Mongoose,/wiki/Mongoose
1971,Mongoose & Snake Drag Race Set,/wiki/Mongoose_%26_Snake_Drag_Race_Set
1971,Mongoose & Snake Wild Wheelie Set,/wiki/Mongoose_%26_Snake_Wild_Wheelie_Set
1971,Mutt Mobile,/wiki/Mutt_Mobile
1971,Noodle Head,/wiki/Noodle_Head
1971,Olds 442 (1971),/wiki/Olds_442_(1971)
1971,Racer Rig,/wiki/Racer_Rig
1971,Rail Dragster,/wiki/Rail_Dragster
1971,Rip Snorter,/wiki/Rip_Snorter
1971,Road Hog,/wiki/Road_Hog
1971,Rocket-Bye-Baby,/wiki/Rocket-Bye-Baby
1971,Rockin' Roller,/wiki/Rockin%27_Roller
1971,Rod Runner Speedway Set,/wiki/Rod_Runner_Speedway_Set
1971,Category:RRRumblers,/wiki/Category:RRRumblers
1971,RRRumblers,/wiki/RRRumblers
1971,S'Cool Bus,/wiki/S%27Cool_Bus
1971,Scooper,/wiki/Scooper
1971,Short Order,/wiki/Short_Order
1971,Side-Burn,/wiki/Side-Burn
1971,Six Shooter,/wiki/Six_Shooter
1971,Sizzlers,/wiki/Sizzlers
1971,Snake,/wiki/Snake
1971,Snorkel,/wiki/Snorkel
1971,Special Delivery,/wiki/Special_Delivery
1971,Speed Chief,/wiki/Speed_Chief
1971,Spoil Sport,/wiki/Spoil_Sport
1971,Straight Scoop,/wiki/Straight_Scoop
1971,Strip Teaser,/wiki/Strip_Teaser
1971,Sugar Caddy,/wiki/Sugar_Caddy
1971,T-4-2,/wiki/T-4-2
1971,Tail Waggin',/wiki/Tail_Waggin%27
1971,Team Trailer,/wiki/Team_Trailer
1971,The Hood,/wiki/The_Hood
1971,Torque Chop,/wiki/Torque_Chop
1971,Waste Wagon,/wiki/Waste_Wagon
1971,What-4,/wiki/What-4
1971,Zopter Pak,/wiki/Zopter_Pak
1972,List of 1972 Hot Wheels,/wiki/List_of_1972_Hot_Wheels
1972,Category:1972 First Released,/wiki/Category:1972_First_Released
1972,Baby Buggy,/wiki/Baby_Buggy
1972,Beddy Bye,/wiki/Beddy_Bye
1972,Blown Torch,/wiki/Blown_Torch
1972,Bold Eagle (1972),/wiki/Bold_Eagle_(1972)
1972,Bruiser Cruiser,/wiki/Bruiser_Cruiser
1972,Bumble Seat,/wiki/Bumble_Seat
1972,Bye-A-Nose,/wiki/Bye-A-Nose
1972,Category:Chopcycles,/wiki/Category:Chopcycles
1972,Chopcycles,/wiki/Chopcycles
1972,Choppin' Chariot,/wiki/Choppin%27_Chariot
1972,Co-Motion,/wiki/Co-Motion
1972,Covered Draggin',/wiki/Covered_Draggin%27
1972,Desperado,/wiki/Desperado
1972,Devil's Deuce,/wiki/Devil%27s_Deuce
1972,Diablo,/wiki/Diablo
1972,Double Boiler,/wiki/Double_Boiler
1972,Drivin' Gear,/wiki/Drivin%27_Gear
1972,Farbs,/wiki/Farbs
1972,Category:Farbs,/wiki/Category:Farbs
1972,Ferrari 512S,/wiki/Ferrari_512S
1972,Fire Hydrant,/wiki/Fire_Hydrant
1972,Flat Out (Sizzlers),/wiki/Flat_Out_(Sizzlers)
1972,Funny Money,/wiki/Funny_Money
1972,Goin' Fishing,/wiki/Goin%27_Fishing
1972,Good Knight,/wiki/Good_Knight
1972,Goose Pump,/wiki/Goose_Pump
1972,Gran Toros,/wiki/Gran_Toros
1972,Home Sweet Home,/wiki/Home_Sweet_Home
1972,Hot Rodney,/wiki/Hot_Rodney
1972,Hot Shots,/wiki/Hot_Shots
1972,Hy Gear,/wiki/Hy_Gear
1972,Light My Fire,/wiki/Light_My_Fire
1972,List of 1972 Hot Wheels new castings,/wiki/List_of_1972_Hot_Wheels_new_castings
1972,Masked Bandit,/wiki/Masked_Bandit
1972,Mercedes-Benz C-111,/wiki/Mercedes-Benz_C-111
1972,Mighty Zork,/wiki/Mighty_Zork
1972,Myles Ahead,/wiki/Myles_Ahead
1972,Numb Skull,/wiki/Numb_Skull
1972,Open Fire,/wiki/Open_Fire
1972,Parking Garage,/wiki/Parking_Garage
1972,Purple Rage,/wiki/Purple_Rage
1972,Rear Engine Dragster,/wiki/Rear_Engine_Dragster
1972,Red CatchUp,/wiki/Red_CatchUp
1972,Red Lighter,/wiki/Red_Lighter
1972,Revolution,/wiki/Revolution
1972,Roamin' Candle,/wiki/Roamin%27_Candle
1972,Category:RRRumblers,/wiki/Category:RRRumblers
1972,RRRumblers,/wiki/RRRumblers
1972,Shifty,/wiki/Shifty
1972,Side Kick,/wiki/Side_Kick
1972,Sound Breaker,/wiki/Sound_Breaker
1972,Speed Steed,/wiki/Speed_Steed
1972,Straight Away,/wiki/Straight_Away
1972,Up-Roar,/wiki/Up-Roar
1972,Winning Streak,/wiki/Winning_Streak
1972,Wyndan Cheeks,/wiki/Wyndan_Cheeks
1972,Zowees,/wiki/Zowees
1972,Category:Zowees,/wiki/Category:Zowees
1973,List of 1973 Hot Wheels,/wiki/List_of_1973_Hot_Wheels
1973,Category:1973 First Released,/wiki/Category:1973_First_Released
1973,AMX/2,/wiki/AMX/2
1973,Bone Shaker (1973),/wiki/Bone_Shaker_(1973)
1973,Bugeye,/wiki/Bugeye
1973,Burnin' Box,/wiki/Burnin%27_Box
1973,Bustin' Bronc,/wiki/Bustin%27_Bronc
1973,Buzzin' Bomb,/wiki/Buzzin%27_Bomb
1973,Camper,/wiki/Camper
1973,Centurion,/wiki/Centurion
1973,Category:Chopcycles,/wiki/Category:Chopcycles
1973,Chopcycles,/wiki/Chopcycles
1973,Classic Nomad,/wiki/Classic_Nomad
1973,Double Header,/wiki/Double_Header
1973,Draggin' Dagger,/wiki/Draggin%27_Dagger
1973,Fat Daddy Sizzlers,/wiki/Fat_Daddy_Sizzlers
1973,Category:Fat Daddy Sizzlers,/wiki/Category:Fat_Daddy_Sizzlers
1973,Ferrari 312P,/wiki/Ferrari_312P
1973,Ferrari 512S,/wiki/Ferrari_512S
1973,Fireworks,/wiki/Fireworks
1973,Ghost Rider (Chopcycles),/wiki/Ghost_Rider_(Chopcycles)
1973,Goose Pump,/wiki/Goose_Pump
1973,Gran Toros,/wiki/Gran_Toros
1973,Haulin' Horses,/wiki/Haulin%27_Horses
1973,HiWay Hauler,/wiki/HiWay_Hauler
1973,Category:Hot Shots,/wiki/Category:Hot_Shots
1973,Hot Shots,/wiki/Hot_Shots
1973,Ice 'T',/wiki/Ice_%27T%27
1973,Jack Rabbit Special,/wiki/Jack_Rabbit_Special
1973,Jet Threat,/wiki/Jet_Threat
1973,Jettin' Vette,/wiki/Jettin%27_Vette
1973,Law Mill,/wiki/Law_Mill
1973,List of 1973 Hot Wheels new castings,/wiki/List_of_1973_Hot_Wheels_new_castings
1973,Mantis,/wiki/Mantis
1973,Masked Bandit,/wiki/Masked_Bandit
1973,Mercedes-Benz 280SL,/wiki/Mercedes-Benz_280SL
1973,Mercedes-Benz C-111,/wiki/Mercedes-Benz_C-111
1973,Mighty Maverick,/wiki/Mighty_Maverick
1973,Mongoose,/wiki/Mongoose
1973,Mutt Mobile,/wiki/Mutt_Mobile
1973,Needle Nose,/wiki/Needle_Nose
1973,Paddy Wagon,/wiki/Paddy_Wagon
1973,Passin' Pride,/wiki/Passin%27_Pride
1973,Peeping Bomb,/wiki/Peeping_Bomb
1973,Olds 442 Police Cruiser,/wiki/Olds_442_Police_Cruiser
1973,Porsche 917,/wiki/Porsche_917
1973,Preying Menace (1973),/wiki/Preying_Menace_(1973)
1973,Ragecoach,/wiki/Ragecoach
1973,Ram Rocket,/wiki/Ram_Rocket
1973,Red Baron,/wiki/Red_Baron
1973,Red Baron (Sizzlers),/wiki/Red_Baron_(Sizzlers)
1973,Revvers,/wiki/Revvers
1973,Rip Code,/wiki/Rip_Code
1973,Riptile (1973),/wiki/Riptile_(1973)
1973,Rocket-Bye-Baby,/wiki/Rocket-Bye-Baby
1973,Category:RRRumblers,/wiki/Category:RRRumblers
1973,RRRumblers,/wiki/RRRumblers
1973,Sand Crab,/wiki/Sand_Crab
1973,Category:Shell Promos,/wiki/Category:Shell_Promos
1973,Short Order,/wiki/Short_Order
1973,Show-Off,/wiki/Show-Off
1973,Sidecar,/wiki/Sidecar
1973,Snake,/wiki/Snake
1973,Sourkraut,/wiki/Sourkraut
1973,Splittin' Image,/wiki/Splittin%27_Image
1973,Spoil Sport,/wiki/Spoil_Sport
1973,Steering Trailer,/wiki/Steering_Trailer
1973,Stingin' Thing,/wiki/Stingin%27_Thing
1973,Strip Teaser,/wiki/Strip_Teaser
1973,Superfine Turbine,/wiki/Superfine_Turbine
1973,Sweet 16,/wiki/Sweet_16
1973,Swingin' Wing,/wiki/Swingin%27_Wing
1973,The Demon,/wiki/The_Demon
1973,The Hood,/wiki/The_Hood
1973,Thunderbolt,/wiki/Thunderbolt
1973,Towin' Terror,/wiki/Towin%27_Terror
1973,Tri Baby,/wiki/Tri_Baby
1973,Triking Viking,/wiki/Triking_Viking
1973,Winning Streak,/wiki/Winning_Streak
1973,Zowees,/wiki/Zowees
1973,Category:Zowees,/wiki/Category:Zowees
1974,List of 1974 Hot Wheels,/wiki/List_of_1974_Hot_Wheels
1974,1974 Flying Colors,/wiki/1974_Flying_Colors
1974,1974 Track Sets,/wiki/1974_Track_Sets
1974,Baja Bruiser,/wiki/Baja_Bruiser
1974,Brabham Repco F1,/wiki/Brabham_Repco_F1
1974,Breakaway Bucket,/wiki/Breakaway_Bucket
1974,Carabo,/wiki/Carabo
1974,Chaparral 2G,/wiki/Chaparral_2G
1974,Classic Nomad,/wiki/Classic_Nomad
1974,Custom Volkswagen,/wiki/Custom_Volkswagen
1974,El Rey Special,/wiki/El_Rey_Special
1974,Ferrari 312P,/wiki/Ferrari_312P
1974,Flyin' Stunt Set,/wiki/Flyin%27_Stunt_Set
1974,Flying Colors,/wiki/Flying_Colors
1974,Funny Money,/wiki/Funny_Money
1974,Grass Hopper,/wiki/Grass_Hopper
1974,Heavy Chevy,/wiki/Heavy_Chevy
1974,Hot Wheels Cutoff Canyon Playset,/wiki/Hot_Wheels_Cutoff_Canyon_Playset
1974,Ice 'T',/wiki/Ice_%27T%27
1974,List of 1974 Hot Wheels new castings,/wiki/List_of_1974_Hot_Wheels_new_castings
1974,Mercedes-Benz C-111,/wiki/Mercedes-Benz_C-111
1974,Paddy Wagon,/wiki/Paddy_Wagon
1974,Olds 442 Police Cruiser,/wiki/Olds_442_Police_Cruiser
1974,Porsche 917,/wiki/Porsche_917
1974,Road King Truck,/wiki/Road_King_Truck
1974,Rodger Dodger,/wiki/Rodger_Dodger
1974,Sir Rodney Roadster,/wiki/Sir_Rodney_Roadster
1974,Snake,/wiki/Snake
1974,Steam Roller,/wiki/Steam_Roller
1974,The Demon,/wiki/The_Demon
1974,Tri Baby,/wiki/Tri_Baby
1975,List of 1975 Hot Wheels,/wiki/List_of_1975_Hot_Wheels
1975,1975 Flying Colors,/wiki/1975_Flying_Colors
1975,Category:1975 Flying Colors,/wiki/Category:1975_Flying_Colors
1975,1975 Track Sets,/wiki/1975_Track_Sets
1975,Aeroflash,/wiki/Aeroflash
1975,American Victory,/wiki/American_Victory
1975,AMX/2,/wiki/AMX/2
1975,Backwoods Bomb,/wiki/Backwoods_Bomb
1975,Baja Bruiser,/wiki/Baja_Bruiser
1975,Baja Cutoff,/wiki/Baja_Cutoff
1975,Big Bertha,/wiki/Big_Bertha
1975,Chevy Monza 2+2,/wiki/Chevy_Monza_2%2B2
1975,Custom Volkswagen,/wiki/Custom_Volkswagen
1975,El Rey Special,/wiki/El_Rey_Special
1975,Employee Holiday Releases,/wiki/Employee_Holiday_Releases
1975,Flying Colors,/wiki/Flying_Colors
1975,Grass Hopper,/wiki/Grass_Hopper
1975,Gremlin Grinder,/wiki/Gremlin_Grinder
1975,Category:Herfy's Promotion,/wiki/Category:Herfy%27s_Promotion
1975,List of 1975 Hot Wheels new castings,/wiki/List_of_1975_Hot_Wheels_new_castings
1975,Loco-Motion Thrill Set,/wiki/Loco-Motion_Thrill_Set
1975,Mercedes-Benz C-111,/wiki/Mercedes-Benz_C-111
1975,Mighty Maverick,/wiki/Mighty_Maverick
1975,Monte Carlo Stocker,/wiki/Monte_Carlo_Stocker
1975,Motocross 1,/wiki/Motocross_1
1975,Mustang Stocker,/wiki/Mustang_Stocker
1975,Olds 442 Police Cruiser,/wiki/Olds_442_Police_Cruiser
1975,P-911,/wiki/P-911
1975,Ramblin' Wrecker,/wiki/Ramblin%27_Wrecker
1975,Rescue Ranger,/wiki/Rescue_Ranger
1975,Rodger Dodger,/wiki/Rodger_Dodger
1975,Sand Crab,/wiki/Sand_Crab
1975,Sand Drifter,/wiki/Sand_Drifter
1975,Street Eater,/wiki/Street_Eater
1975,Super Van,/wiki/Super_Van
1975,Thundershift 500,/wiki/Thundershift_500
1975,Torino Stocker,/wiki/Torino_Stocker
1975,Vega Bomb,/wiki/Vega_Bomb
1976,List of 1976 Hot Wheels,/wiki/List_of_1976_Hot_Wheels
1976,1976 Flying Colors,/wiki/1976_Flying_Colors
1976,1976 Track Sets,/wiki/1976_Track_Sets
1976,Aeroflash,/wiki/Aeroflash
1976,American Hauler,/wiki/American_Hauler
1976,American Tipper,/wiki/American_Tipper
1976,Anteater,/wiki/Anteater
1976,Aw Shoot,/wiki/Aw_Shoot
1976,Baja Bruiser,/wiki/Baja_Bruiser
1976,Camaro Trans-Am,/wiki/Camaro_Trans-Am
1976,Chevy Monza 2+2,/wiki/Chevy_Monza_2%2B2
1976,Cool-One (1976),/wiki/Cool-One_(1976)
1976,Corvette Stingray (1976),/wiki/Corvette_Stingray_(1976)
1976,Double Duel Speedway,/wiki/Double_Duel_Speedway
1976,El Rey Special,/wiki/El_Rey_Special
1976,Ferrari 312P,/wiki/Ferrari_312P
1976,Flying Colors,/wiki/Flying_Colors
1976,Formula 5000,/wiki/Formula_5000
1976,Grass Hopper,/wiki/Grass_Hopper
1976,Gremlin Grinder,/wiki/Gremlin_Grinder
1976,Gun Bucket,/wiki/Gun_Bucket
1976,Heavy Chevy,/wiki/Heavy_Chevy
1976,Japanese Red Box,/wiki/Japanese_Red_Box
1976,Jet Threat,/wiki/Jet_Threat
1976,List of 1976 Hot Wheels new castings,/wiki/List_of_1976_Hot_Wheels_new_castings
1976,Live Wire (Sizzlers),/wiki/Live_Wire_(Sizzlers)
1976,Loco-Motion Thrill Set,/wiki/Loco-Motion_Thrill_Set
1976,Maxi Taxi,/wiki/Maxi_Taxi
1976,Mercedes-Benz C-111,/wiki/Mercedes-Benz_C-111
1976,Monte Carlo Stocker,/wiki/Monte_Carlo_Stocker
1976,Mustang Stocker,/wiki/Mustang_Stocker
1976,Neet Streeter,/wiki/Neet_Streeter
1976,Paddy Wagon,/wiki/Paddy_Wagon
1976,Poison Pinto,/wiki/Poison_Pinto
1976,Olds 442 Police Cruiser,/wiki/Olds_442_Police_Cruiser
1976,P-911,/wiki/P-911
1976,Ramblin' Wrecker,/wiki/Ramblin%27_Wrecker
1976,Rescue Ranger,/wiki/Rescue_Ranger
1976,Rock Buster,/wiki/Rock_Buster
1976,Side-Burn,/wiki/Side-Burn
1976,Sizzlers II,/wiki/Sizzlers_II
1976,Steam Roller,/wiki/Steam_Roller
1976,Street Rodder,/wiki/Street_Rodder
1976,Super Chromes (1976),/wiki/Super_Chromes_(1976)
1976,Super Van,/wiki/Super_Van
1976,The Demon,/wiki/The_Demon
1976,The Vantom,/wiki/The_Vantom
1976,Tri Baby,/wiki/Tri_Baby
1977,'31 Doozie,/wiki/%2731_Doozie
1977,'56 Hi-Tail Hauler,/wiki/%2756_Hi-Tail_Hauler
1977,'57 Chevy,/wiki/%2757_Chevy
1977,List of 1977 Hot Wheels,/wiki/List_of_1977_Hot_Wheels
1977,1977 Flying Colors,/wiki/1977_Flying_Colors
1977,1977 Track Sets,/wiki/1977_Track_Sets
1977,Aeroflash,/wiki/Aeroflash
1977,American Hauler,/wiki/American_Hauler
1977,American Tipper,/wiki/American_Tipper
1977,American Victory,/wiki/American_Victory
1977,Backwoods Bomb,/wiki/Backwoods_Bomb
1977,Baja Bruiser,/wiki/Baja_Bruiser
1977,Carabo,/wiki/Carabo
1977,Chevy Monza 2+2,/wiki/Chevy_Monza_2%2B2
1977,Combat Medic,/wiki/Combat_Medic
1977,Cool-One (1976),/wiki/Cool-One_(1976)
1977,Corvette Stingray (1976),/wiki/Corvette_Stingray_(1976)
1977,El Rey Special,/wiki/El_Rey_Special
1977,Ferrari 312P,/wiki/Ferrari_312P
1977,Fire Eater,/wiki/Fire_Eater
1977,Flying Colors,/wiki/Flying_Colors
1977,Formula 5000,/wiki/Formula_5000
1977,Funny Money,/wiki/Funny_Money
1977,GMC Motorhome,/wiki/GMC_Motorhome
1977,Gremlin Grinder,/wiki/Gremlin_Grinder
1977,Gun Bucket,/wiki/Gun_Bucket
1977,Heavy Chevy,/wiki/Heavy_Chevy
1977,Ice 'T',/wiki/Ice_%27T%27
1977,Japanese Red Box,/wiki/Japanese_Red_Box
1977,Jet Threat,/wiki/Jet_Threat
1977,List of 1977 Hot Wheels new castings,/wiki/List_of_1977_Hot_Wheels_new_castings
